,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
3720,12,2019,22995,3,2800,0,145.0,36.2,1.6
3721,5,2019,9491,0,4000,0,145.0,49.6,1.0
3724,10,2018,12991,0,6526,0,150.0,45.6,1.0
3725,13,2019,18430,0,17124,2,150.0,31.7,2.5
3726,5,2017,7570,0,3149,0,150.0,60.1,1.0
3727,11,2019,22020,3,2135,0,150.0,34.0,1.6
3728,5,2013,4740,0,16197,0,20.0,61.4,1.2
3729,7,2017,9121,0,6346,0,150.0,58.9,1.2
3730,7,2017,9210,0,4528,0,150.0,58.9,1.2
3731,5,2017,9180,0,10000,0,150.0,57.7,1.2
3733,5,2019,8995,0,4000,0,145.0,49.6,1.0
3735,5,2019,9491,0,1500,0,145.0,49.6,1.0
3736,9,2019,16500,0,10,2,145.0,52.3,1.6
3739,11,2018,14499,0,13410,0,145.0,52.3,1.0
3740,5,2014,6499,0,19371,0,30.0,57.6,1.2
3741,7,2014,6199,0,16059,0,30.0,57.6,1.2
3742,8,2017,8495,2,31100,0,160.0,43.5,1.6
3743,10,2016,8660,0,30279,0,145.0,48.7,1.4
3744,8,2015,8032,0,27328,0,125.0,50.4,1.4
3745,15,2019,28990,2,7921,2,145.0,42.8,2.2
3746,5,2017,7190,0,20391,0,20.0,60.1,1.0
3747,12,2019,18790,3,9854,0,145.0,36.2,1.6
3748,10,2018,11640,0,15424,0,145.0,52.3,1.4
3749,5,2016,9190,3,6566,0,145.0,47.9,1.2
3750,15,2019,35456,3,8000,2,145.0,39.2,2.2
3751,12,2019,26980,3,2984,3,145.0,50.4,1.6
3752,12,2018,21590,2,7022,2,145.0,43.5,2.0
3753,12,2018,14980,0,6124,0,145.0,44.8,1.6
3754,5,2019,8190,0,7832,0,145.0,60.1,1.0
3755,12,2019,17980,0,12806,0,145.0,34.9,1.6
3756,15,2019,32980,3,2390,2,145.0,39.2,2.2
3757,11,2019,19980,3,12254,0,145.0,34.0,1.6
3758,12,2018,19980,0,20566,0,145.0,34.9,1.6
3759,15,2015,17290,3,37854,2,265.0,42.2,2.2
3760,11,2019,23000,3,50,0,145.0,37.7,1.6
3761,14,2018,13709,2,38469,3,135.0,78.5,1.6
3762,14,2018,15089,2,35934,3,135.0,78.5,1.6
3763,14,2018,13789,2,37125,3,135.0,78.5,1.6
3764,13,2018,16459,0,33610,2,145.0,31.7,2.5
3765,8,2017,10654,2,14847,0,145.0,43.5,1.6
3766,14,2018,17234,2,10873,3,135.0,78.5,1.6
3767,14,2019,20000,2,9468,3,135.0,78.5,1.6
3768,5,2018,8345,0,10010,0,145.0,60.1,1.0
3769,5,2018,8000,0,5006,0,145.0,60.1,1.0
3770,11,2019,13920,0,11478,0,145.0,44.1,1.0
3771,14,2019,18695,2,14687,3,135.0,78.5,1.6
3772,12,2015,12691,0,14500,2,30.0,61.7,1.7
3773,12,2019,18867,3,9153,0,145.0,36.2,1.6
3774,12,2019,15278,0,11036,0,145.0,35.3,1.6
3775,14,2018,13969,2,35007,3,135.0,78.5,1.6
3776,14,2018,14959,2,37133,3,135.0,78.5,1.6
3777,5,2018,7659,0,30868,0,145.0,57.7,1.2
3778,5,2018,7259,0,30549,0,145.0,57.7,1.2
3779,12,2018,14678,0,11398,0,145.0,35.3,1.6
3780,14,2019,18314,2,6621,3,135.0,78.5,1.6
3781,12,2019,21390,0,100,0,145.0,34.9,1.6
3782,12,2019,16390,0,10,0,145.0,35.3,1.6
3786,12,2019,22895,0,100,2,145.0,48.7,1.6
3787,12,2019,23991,3,3400,0,145.0,36.2,1.6
3789,5,2016,7699,3,20603,0,150.0,47.9,1.2
3790,12,2016,13499,2,33925,2,240.0,43.5,2.0
3791,5,2017,6999,0,36797,0,20.0,60.1,1.0
3792,7,2020,12299,0,1420,0,145.0,46.3,1.2
3793,10,2019,14298,0,1232,0,145.0,44.8,1.0
3794,15,2020,36999,2,2885,2,145.0,39.2,2.2
3795,5,2016,7499,3,21597,0,150.0,47.9,1.2
3796,8,2015,7699,0,38000,0,125.0,50.4,1.4
3797,6,2013,6999,0,54321,2,150.0,53.3,1.7
3798,7,2017,7599,0,32562,0,145.0,55.4,1.2
3799,5,2017,7259,0,30233,0,145.0,60.1,1.0
3800,5,2017,7259,0,32278,0,145.0,60.1,1.0
3801,7,2016,6899,0,47282,0,30.0,55.4,1.2
3802,11,2018,12299,0,32031,0,145.0,52.3,1.0
3803,7,2016,8000,0,11869,0,30.0,56.5,1.2
3804,7,2017,7599,0,32113,0,145.0,55.4,1.2
3805,7,2018,9499,0,15958,0,145.0,58.9,1.2
3806,12,2016,12299,0,17947,2,30.0,61.7,1.7
3807,5,2018,7495,0,10936,0,145.0,60.1,1.0
3808,11,2019,15495,0,16555,0,145.0,44.1,1.0
3809,7,2019,10495,0,12603,0,145.0,46.3,1.2
3810,11,2019,14995,0,17715,0,145.0,44.1,1.0
3811,12,2020,25000,3,7417,0,145.0,36.2,1.6
3812,10,2017,10780,0,20629,2,150.0,74.3,1.6
3813,7,2018,9299,0,17940,0,145.0,46.3,1.2
3814,12,2016,16799,3,35405,2,125.0,57.6,1.7
3815,10,2019,13000,0,10065,2,145.0,60.1,1.6
3816,5,2017,6699,0,30676,0,145.0,60.1,1.0
3817,7,2018,7899,0,32743,0,145.0,58.9,1.2
3818,11,2018,12599,0,34989,0,145.0,52.3,1.0
3819,12,2017,12999,0,48776,0,145.0,44.8,1.6
3820,7,2016,9395,0,16812,0,30.0,58.9,1.0
3821,12,2016,12795,0,36263,2,30.0,61.7,1.7
3822,11,2018,13995,0,15493,0,145.0,52.3,1.0
3823,12,2018,17995,3,31548,0,150.0,39.8,1.6
3824,5,2016,6295,0,30566,0,20.0,60.1,1.0
3825,12,2016,12067,0,27397,0,165.0,44.8,1.6
3826,5,2018,7159,0,32573,0,150.0,57.7,1.2
3827,5,2019,10495,3,5431,0,150.0,47.9,1.2
3828,5,2020,14000,0,2458,0,145.0,53.3,1.0
3829,12,2016,12499,0,17574,2,30.0,61.7,1.7
3830,9,2015,8499,0,50500,2,20.0,67.3,1.7
3831,10,2018,12299,0,21366,2,150.0,74.3,1.6
3832,7,2016,8499,0,16750,0,30.0,55.4,1.2
3833,12,2017,13499,3,50456,2,125.0,57.6,1.7
3834,12,2018,17695,2,17952,0,145.0,36.2,1.6
3835,5,2019,10495,3,4638,0,150.0,47.9,1.2
3836,5,2016,6799,0,8340,0,20.0,60.1,1.0
3837,5,2016,5995,0,31000,0,20.0,60.1,1.0
3838,12,2016,13995,2,20000,2,200.0,47.1,2.0
3839,7,2017,8995,0,5000,0,145.0,65.7,1.0
3840,8,2015,6795,0,29000,0,125.0,50.4,1.4
3841,12,2016,14499,3,29143,2,125.0,57.6,1.7
3842,12,2017,16499,0,17955,0,145.0,38.7,1.6
3843,7,2017,9499,0,8474,0,145.0,58.9,1.2
3844,10,2019,23995,0,1853,0,145.0,34.0,2.0
3845,5,2020,13595,0,545,0,145.0,51.4,1.2
3846,10,2020,15495,0,2936,0,145.0,45.6,1.0
3847,7,2018,12354,2,24448,0,150.0,45.6,1.4
3848,5,2015,4495,0,42910,0,20.0,60.1,1.0
3849,7,2018,9995,2,31676,0,150.0,45.6,1.4
3850,12,2019,15494,0,13299,0,145.0,34.9,1.6
3851,11,2019,15795,0,11345,0,145.0,44.1,1.0
3852,7,2019,11499,0,4264,0,145.0,47.9,1.0
3853,5,2015,6499,0,37254,0,30.0,57.6,1.2
3855,7,2019,12490,0,310,0,145.0,46.3,1.2
3856,5,2017,7590,0,15772,0,30.0,57.6,1.2
3857,5,2017,7299,0,15088,0,145.0,60.1,1.0
3858,7,2017,9299,0,6299,0,145.0,58.9,1.2
3859,10,2017,11399,0,30067,0,145.0,44.8,1.6
3860,11,2018,14999,0,5880,0,145.0,52.3,1.0
3862,10,2019,16999,0,1775,0,145.0,42.2,1.4
3863,5,2018,9699,0,11606,0,145.0,57.7,1.2
3864,5,2019,8495,0,9487,0,145.0,60.1,1.0
3865,5,2018,9499,3,9963,0,150.0,47.9,1.2
3866,12,2019,18995,3,12141,0,150.0,36.2,1.6
3867,11,2019,16995,0,6250,0,145.0,44.1,1.0
3868,12,2019,20995,0,4661,0,145.0,34.9,1.6
3869,12,2018,15499,0,7894,0,145.0,34.9,1.6
3870,5,2018,9633,0,7804,0,145.0,57.7,1.2
3871,12,2016,13999,0,21262,2,30.0,61.7,1.7
3872,12,2017,14430,3,34870,2,125.0,57.6,1.7
3873,5,2018,7990,0,31375,0,150.0,60.1,1.0
3874,10,2018,11780,0,12955,0,145.0,52.3,1.4
3875,14,2018,18890,2,13826,3,135.0,78.5,1.6
3876,12,2019,23980,3,80,0,145.0,36.2,1.6
3877,12,2019,18390,0,7064,0,145.0,34.9,1.6
3878,12,2017,13290,0,17936,2,30.0,61.7,1.7
3879,11,2020,19290,0,984,0,145.0,44.1,1.0
3880,8,2014,5999,0,41960,0,125.0,50.4,1.4
3881,5,2017,7299,0,15422,0,20.0,60.1,1.0
3882,12,2018,16999,0,4203,0,145.0,38.7,1.6
3883,7,2018,9999,0,12271,0,145.0,58.9,1.2
3885,5,2014,6399,0,30553,0,20.0,60.1,1.0
3886,5,2015,7699,0,13076,0,30.0,57.6,1.2
3887,5,2017,8855,0,10392,0,145.0,57.7,1.2
3888,12,2018,15314,0,14653,0,145.0,34.9,1.6
3889,7,2019,14990,0,2439,0,145.0,46.3,1.0
3890,5,2019,11990,3,3531,0,145.0,47.9,1.2
3891,12,2019,16990,0,5004,0,145.0,34.9,1.6
3892,8,2017,9490,0,12836,0,145.0,50.4,1.4
3893,7,2017,9990,0,16012,0,30.0,55.4,1.2
3894,7,2015,8290,0,27823,0,125.0,51.4,1.4
3895,7,2020,12990,0,2500,0,145.0,46.3,1.2
3896,12,2020,22990,3,4250,0,145.0,36.2,1.6
3897,5,2020,12990,0,2000,0,145.0,53.3,1.0
3898,5,2017,7622,0,31189,0,145.0,57.7,1.2
3899,11,2019,15539,0,11488,0,145.0,44.1,1.0
3900,10,2019,13990,0,4000,0,145.0,45.6,1.0
3901,15,2019,29490,2,13100,2,145.0,39.8,2.2
3902,12,2016,13888,0,16422,2,30.0,61.7,1.7
3903,7,2019,13557,2,2251,0,150.0,49.6,1.0
3904,7,2018,12492,2,10751,0,150.0,49.6,1.0
3905,12,2019,18588,3,18731,0,145.0,36.2,1.6
3906,5,2017,10490,3,14346,0,150.0,47.9,1.2
3907,10,2017,11238,3,29820,0,150.0,51.4,1.4
3908,10,2018,11365,0,22503,0,150.0,52.3,1.4
3909,5,2018,12562,3,7487,0,145.0,47.9,1.2
3910,8,2017,9781,0,12803,0,125.0,50.4,1.4
3911,8,2016,9338,0,16039,2,30.0,64.2,1.6
3912,10,2018,12892,0,11748,0,145.0,52.3,1.4
3913,5,2017,7603,0,29488,0,145.0,60.1,1.0
3914,8,2017,10247,0,4817,0,125.0,50.4,1.4
3915,15,2013,15739,3,25976,2,260.0,41.5,2.2
3916,5,2014,6441,0,23346,0,30.0,57.6,1.2
3917,12,2018,17490,3,13133,0,145.0,36.2,1.6
3918,14,2018,17990,3,12050,3,135.0,78.5,1.6
3919,5,2018,12499,3,8056,0,145.0,47.9,1.2
3920,5,2018,8250,0,9843,0,145.0,60.1,1.0
3921,11,2019,22990,3,1527,0,150.0,34.0,1.6
3922,8,2015,9990,2,21900,0,165.0,43.5,1.6
3923,7,2017,9990,0,24042,0,30.0,55.4,1.2
3924,7,2015,11290,2,18784,0,165.0,42.2,1.4
3925,7,2019,11680,0,3084,0,150.0,47.9,1.0
3926,12,2017,14924,3,27080,2,125.0,57.6,1.7
3927,12,2017,13740,0,25972,2,30.0,61.7,1.7
3928,12,2017,12355,0,25948,0,160.0,44.8,1.6
3929,12,2018,14690,0,15759,0,145.0,44.8,1.6
3930,12,2019,17096,0,2684,0,145.0,34.9,1.6
3931,12,2017,13539,0,16190,0,160.0,44.8,1.6
3932,12,2016,12990,0,21159,2,30.0,61.7,1.7
3933,12,2017,13490,0,12380,0,150.0,44.8,1.6
3934,12,2018,15229,0,17267,0,150.0,34.9,1.6
3935,5,2018,9297,3,17356,0,150.0,47.9,1.2
3936,12,2017,16457,3,27911,2,125.0,57.6,1.7
3937,15,2016,18797,3,26317,2,240.0,42.8,2.2
3938,12,2017,15299,3,21700,2,150.0,57.6,1.7
3939,13,2019,18985,0,4266,2,145.0,31.7,2.5
3940,12,2018,18599,3,5728,0,145.0,36.2,1.6
3941,5,2018,7985,0,15682,0,145.0,57.7,1.2
3942,7,2015,7361,0,25730,2,20.0,68.9,1.4
3943,12,2019,17571,0,3737,0,145.0,34.9,1.6
3944,12,2017,13871,0,13206,0,160.0,44.8,1.6
3945,12,2017,13894,0,10172,0,160.0,44.8,1.6
3946,12,2017,13745,0,25895,2,30.0,61.7,1.7
3947,11,2019,17622,0,3624,0,145.0,44.1,1.0
3948,12,2017,15728,3,14937,2,125.0,57.6,1.7
3949,14,2019,16786,2,11848,3,135.0,78.5,1.6
3950,14,2019,17560,2,4581,3,135.0,78.5,1.6
3951,14,2018,14811,2,27318,3,135.0,78.5,1.6
3952,8,2017,9628,2,27918,0,145.0,43.5,1.6
3953,14,2018,15544,2,37101,3,135.0,78.5,1.6
3954,7,2018,10362,2,30424,0,145.0,45.6,1.4
3955,12,2017,13790,0,25198,2,150.0,61.7,1.7
3956,7,2018,10990,0,8701,0,150.0,47.9,1.0
3957,5,2018,7690,0,10819,0,150.0,60.1,1.0
3958,12,2017,14590,0,30085,2,150.0,61.4,1.7
3959,10,2016,9250,3,27000,2,20.0,72.4,1.6
3960,12,2017,13666,0,18465,2,30.0,61.7,1.7
3961,12,2017,13771,0,5877,2,30.0,61.7,1.7
3962,12,2018,13752,0,29000,0,145.0,34.9,1.6
3963,12,2016,13182,0,27283,2,30.0,61.7,1.7
3964,12,2017,15258,3,8526,2,145.0,57.6,1.7
3965,12,2017,15127,3,11353,2,145.0,57.6,1.7
3966,7,2018,8463,0,21199,0,145.0,58.9,1.2
3967,12,2019,18967,3,10120,0,145.0,36.2,1.6
3968,7,2019,11340,0,3686,0,150.0,46.3,1.2
3969,5,2019,8590,0,3103,0,150.0,60.1,1.0
3970,12,2018,17390,0,13421,2,150.0,48.7,1.6
3971,14,2018,17700,2,11333,3,135.0,78.5,1.6
3972,12,2017,13100,0,23855,2,30.0,61.7,1.7
3973,5,2018,10100,3,667,0,145.0,47.9,1.2
3974,12,2017,12300,0,49691,2,30.0,61.7,1.7
3975,7,2016,7490,0,34000,0,30.0,55.4,1.2
3976,6,2014,7599,0,70352,2,150.0,53.3,1.7
3977,5,2017,6990,0,22305,0,150.0,60.1,1.0
3978,12,2019,15692,0,15623,0,150.0,35.3,1.6
3979,12,2017,18799,2,21477,2,145.0,47.1,2.0
3980,13,2016,12000,2,55088,2,330.0,33.6,2.5
3981,7,2017,8591,0,18600,0,145.0,58.9,1.2
3982,11,2018,18995,3,7769,0,145.0,42.2,1.6
3983,12,2019,16922,0,4292,0,145.0,34.9,1.6
3984,7,2019,15702,2,835,0,145.0,49.6,1.0
3985,12,2019,19642,3,2837,0,145.0,36.2,1.6
3986,12,2016,8988,0,87146,0,160.0,44.8,1.6
3987,12,2017,15236,3,19651,2,125.0,57.6,1.7
3988,12,2018,14853,0,21505,2,145.0,61.7,1.7
3989,11,2017,12823,0,26301,0,145.0,52.3,1.0
3990,15,2019,33992,3,7130,2,145.0,39.2,2.2
3991,12,2019,15692,0,15299,0,150.0,35.3,1.6
3992,7,2019,9962,0,15344,0,150.0,46.3,1.2
3993,5,2015,5690,0,25731,0,20.0,60.1,1.0
3994,12,2018,15990,0,10117,0,150.0,34.9,1.6
3995,14,2017,16491,2,20257,3,140.0,78.5,1.6
3996,10,2018,12891,0,3789,0,150.0,45.6,1.0
3997,5,2017,5992,0,26921,0,145.0,60.1,1.0
3998,12,2017,12990,0,36000,2,150.0,61.7,1.7
3999,5,2016,6990,0,6539,0,20.0,60.1,1.0
4000,14,2017,17149,2,10329,3,135.0,78.5,1.6
4001,12,2020,24999,3,1475,0,145.0,36.2,1.6
4002,5,2017,6991,0,22012,0,20.0,60.1,1.0
4003,8,2016,9191,0,14600,0,125.0,50.4,1.4
4004,14,2020,20999,2,8000,3,140.0,62.8,1.6
4005,15,2018,30699,3,10958,2,145.0,39.2,2.2
4006,12,2017,17999,3,23986,2,125.0,57.6,1.7
4007,14,2019,16699,2,3827,3,135.0,78.5,1.6
4008,12,2017,17399,3,30345,2,125.0,57.6,1.7
4009,15,2019,33999,3,6697,2,145.0,39.2,2.2
4010,10,2019,14699,0,16673,2,145.0,60.1,1.6
4011,5,2019,8649,0,8483,0,145.0,60.1,1.0
4012,7,2019,9699,0,14051,0,145.0,46.3,1.2
4013,11,2019,15292,0,11088,0,150.0,44.1,1.0
4014,12,2019,15792,0,13725,0,150.0,35.3,1.6
4015,10,2018,12190,3,30709,0,150.0,51.4,1.4
4016,10,2018,12790,3,28851,0,150.0,51.4,1.4
4017,5,2017,10591,3,14097,0,150.0,47.9,1.2
4018,15,2015,18992,3,11673,2,265.0,41.5,2.2
4019,5,2015,6090,0,11166,0,30.0,57.6,1.2
4020,7,2016,7900,0,29981,0,30.0,58.9,1.2
4021,12,2018,14499,0,20455,0,150.0,44.8,1.6
4022,5,2017,6790,0,30946,0,150.0,57.7,1.2
4023,12,2016,13500,0,18504,2,30.0,61.7,1.7
4024,12,2018,15300,0,7669,0,150.0,35.3,1.6
4025,8,2016,7695,0,18146,0,125.0,50.4,1.4
4026,8,2017,9995,2,19500,0,160.0,43.5,1.6
4027,5,2017,6695,0,43638,0,150.0,57.7,1.2
4028,11,2018,15295,0,5104,0,145.0,44.1,1.0
4029,15,2019,31269,2,9970,2,145.0,39.2,2.2
4030,11,2019,13799,0,8155,0,145.0,44.1,1.0
4031,11,2019,14195,0,2779,0,145.0,44.1,1.0
4032,15,2019,33999,3,2847,2,145.0,39.2,2.2
4033,8,2017,8899,0,22880,0,145.0,50.4,1.4
4034,15,2019,33999,3,3735,2,145.0,39.2,2.2
4035,12,2017,16499,0,15506,0,145.0,38.7,1.6
4036,11,2019,13799,0,7925,0,145.0,44.1,1.0
4037,5,2019,9995,0,10000,0,145.0,57.6,1.2
4038,6,2014,6890,0,94870,2,145.0,53.3,1.7
4039,10,2014,7420,2,43057,2,160.0,51.4,1.6
4041,5,2018,8795,0,7374,0,145.0,57.7,1.2
4042,12,2017,14995,0,35791,2,145.0,54.3,2.0
4043,12,2018,17695,3,17952,0,150.0,36.2,1.6
4044,5,2020,12795,0,822,0,145.0,53.3,1.0
4045,11,2020,22495,2,2064,3,135.0,52.3,1.6
4046,14,2020,20995,2,1669,3,135.0,62.8,1.6
4047,15,2019,32495,3,2880,2,145.0,39.8,2.2
4048,12,2019,18195,3,17470,0,145.0,36.2,1.6
4049,12,2019,18245,3,16923,0,145.0,36.2,1.6
4050,11,2019,13995,0,15507,0,150.0,44.1,1.0
4051,7,2018,9995,2,30239,0,150.0,45.6,1.4
4052,11,2019,13995,0,13192,0,150.0,44.1,1.0
4053,7,2017,9995,2,29592,0,150.0,45.6,1.4
4054,5,2017,7495,0,8438,0,150.0,60.1,1.0
4055,12,2017,15295,3,19942,2,125.0,57.6,1.7
4056,12,2019,17995,0,5812,0,150.0,34.9,1.6
4057,12,2016,12495,0,29293,2,30.0,61.7,1.7
4058,15,2017,21499,3,28847,2,240.0,42.8,2.2
4059,7,2019,10699,0,7015,0,150.0,46.3,1.2
4060,12,2018,15190,0,8557,0,145.0,44.8,1.6
4061,12,2017,15790,3,7497,2,145.0,57.6,1.7
4062,13,2016,14300,2,51446,2,325.0,33.6,2.5
4063,9,2016,9500,3,59335,2,125.0,56.5,1.7
4064,5,2019,8645,0,8607,0,145.0,60.1,1.0
4065,12,2019,18595,3,12328,0,145.0,36.2,1.6
4066,12,2019,18395,3,15487,0,145.0,36.2,1.6
4067,12,2019,16495,0,10736,0,145.0,34.9,1.6
4068,5,2018,9795,3,32449,0,145.0,47.9,1.2
4069,12,2019,20995,0,6549,0,145.0,34.9,1.6
4070,7,2018,8645,0,9888,0,145.0,55.4,1.2
4071,5,2017,7499,0,17677,0,150.0,57.7,1.2
4072,7,2019,11149,0,10876,0,150.0,46.3,1.2
4073,12,2019,25499,3,4899,0,145.0,35.8,1.6
4074,12,2019,22499,3,20430,0,150.0,35.8,1.6
4075,12,2018,14949,0,8225,0,150.0,44.8,1.6
4076,8,2017,10399,2,17736,0,150.0,43.5,1.6
4077,12,2018,17999,3,13554,0,150.0,36.2,1.6
4078,12,2019,17449,0,3774,0,150.0,34.9,1.6
4079,5,2018,10399,0,3796,0,150.0,57.6,1.2
4080,11,2019,13591,0,15575,0,145.0,44.1,1.0
4081,14,2019,19538,2,7603,3,135.0,78.5,1.6
4082,15,2016,17390,0,10200,2,200.0,46.3,2.2
4083,5,2018,8591,0,7057,0,145.0,57.7,1.2
4084,12,2018,12790,0,11580,0,145.0,44.8,1.6
4085,8,2017,9499,0,22880,0,145.0,50.4,1.4
4086,7,2019,11499,0,3609,0,145.0,46.3,1.2
4087,10,2018,12549,0,8676,0,145.0,45.6,1.0
4088,12,2019,22591,3,3500,2,145.0,47.1,1.6
4089,15,2019,33791,3,5117,2,145.0,39.2,2.2
4090,14,2019,18695,2,8300,3,135.0,78.5,1.6
4091,14,2017,17749,2,7955,3,135.0,78.5,1.6
4092,11,2019,21495,3,1026,0,145.0,37.7,1.6
4093,5,2017,7249,0,28500,0,150.0,60.1,1.0
4094,10,2020,17999,0,6000,2,150.0,60.1,1.6
4095,12,2020,24749,3,6000,0,150.0,36.2,1.6
4096,10,2020,25999,0,6000,0,150.0,34.0,2.0
4097,5,2020,13949,3,6000,0,150.0,52.3,1.2
4098,7,2020,13749,0,6000,0,150.0,46.3,1.2
4099,13,2019,18499,0,15997,2,150.0,31.7,2.5
4100,5,2019,8549,0,8483,0,145.0,60.1,1.0
4101,5,2019,8549,0,8084,0,145.0,60.1,1.0
4102,11,2018,13649,0,10761,0,145.0,44.1,1.0
4103,10,2019,14999,0,16673,2,145.0,60.1,1.6
4104,12,2018,14999,0,15450,0,150.0,35.3,1.6
4105,5,2019,10349,3,16605,0,150.0,47.9,1.2
4106,14,2019,21999,2,9767,3,140.0,78.5,1.6
4107,14,2019,18695,2,8021,3,135.0,78.5,1.6
4108,14,2019,18695,2,8245,3,135.0,78.5,1.6
4109,15,2018,20749,0,17452,2,145.0,47.1,2.2
4110,12,2018,15549,0,9056,2,145.0,61.7,1.7
4111,11,2019,13849,0,10384,0,145.0,44.1,1.0
4112,14,2017,15999,2,23700,3,135.0,78.5,1.6
4113,12,2017,16729,3,24163,2,125.0,57.6,1.7
4114,7,2017,7749,0,17772,0,150.0,55.4,1.2
4115,15,2020,36999,3,6000,2,150.0,39.2,2.2
4116,12,2018,15992,0,7390,0,145.0,34.9,1.6
4117,5,2019,10495,3,7077,0,145.0,47.9,1.2
4118,13,2019,18499,0,13312,2,150.0,31.7,2.5
4119,11,2018,13799,0,8361,0,145.0,44.1,1.0
4120,12,2019,17749,0,19450,2,145.0,48.7,1.6
4121,7,2018,10499,0,23607,0,145.0,62.8,1.0
4122,15,2017,21849,3,26385,2,235.0,42.8,2.2
4123,12,2017,14799,0,36303,2,30.0,61.4,1.7
4124,12,2017,14749,0,18777,2,145.0,61.7,1.7
4125,5,2018,7849,0,12653,0,145.0,57.7,1.2
4126,11,2020,15499,0,6000,0,150.0,44.1,1.0
4127,12,2019,26995,0,10,3,145.0,47.9,1.6
4128,11,2019,22995,3,10,0,145.0,37.7,1.6
4129,5,2018,9495,3,8392,0,145.0,47.9,1.2
4130,5,2019,9995,3,8205,0,150.0,47.9,1.2
4131,14,2019,19981,2,9950,3,135.0,78.5,1.6
4132,14,2019,18695,2,17378,3,135.0,78.5,1.6
4133,14,2019,18695,2,17212,3,135.0,78.5,1.6
4134,14,2019,18695,2,2760,3,135.0,78.5,1.6
4135,14,2019,18695,2,9562,3,135.0,78.5,1.6
4136,12,2017,13949,0,29572,2,125.0,58.9,2.0
4138,14,2019,19999,2,8732,3,135.0,62.8,1.6
4139,15,2019,33949,3,6982,2,145.0,39.2,2.2
4140,7,2020,13999,0,6000,0,150.0,47.9,1.0
4141,12,2020,28499,3,8000,3,150.0,50.4,1.6
4142,10,2018,10349,0,12098,0,150.0,57.7,1.0
4144,6,2014,10499,0,27410,2,165.0,51.4,2.0
4145,10,2018,10349,0,13164,0,150.0,57.7,1.0
4146,7,2017,8493,2,46443,0,145.0,45.6,1.4
4147,12,2019,21452,3,4371,2,145.0,47.1,1.6
4148,14,2017,14403,2,17391,3,135.0,78.5,1.6
4149,12,2018,14938,0,8681,0,145.0,44.8,1.6
4150,12,2018,16672,3,31792,0,145.0,39.8,1.6
4151,5,2016,7997,0,10500,0,30.0,57.6,1.2
4153,15,2018,18495,0,27410,2,145.0,47.1,2.2
4154,12,2019,18395,3,10610,0,145.0,36.2,1.6
4155,11,2019,14995,0,13240,0,145.0,44.1,1.0
4156,15,2019,31995,3,130,2,145.0,42.8,2.2
4158,12,2019,17695,0,7330,0,145.0,34.9,1.6
4159,11,2019,18695,3,21750,0,145.0,34.0,1.6
4160,11,2019,19995,3,10,0,145.0,37.7,1.6
4161,12,2019,16995,0,1430,0,150.0,34.9,1.6
4162,10,2016,7995,0,28290,0,145.0,48.7,1.4
4163,12,2017,12995,0,35160,2,30.0,61.7,1.7
4164,11,2019,13599,0,12273,0,145.0,44.1,1.0
4165,5,2017,9624,3,8154,0,145.0,47.9,1.2
4166,10,2014,7924,2,33080,2,160.0,51.4,1.6
4167,12,2018,17750,3,8300,0,150.0,39.8,1.6
4168,13,2018,16299,0,33887,2,145.0,31.7,2.5
4169,15,2019,33999,3,6697,2,150.0,39.2,2.2
4170,11,2019,15695,0,6380,0,145.0,44.1,1.0
4171,11,2019,14995,0,12560,0,145.0,44.1,1.0
4172,14,2019,21995,2,10200,3,135.0,78.5,1.6
4173,10,2019,19495,0,350,0,145.0,42.2,1.4
4174,10,2019,20495,3,350,0,145.0,46.3,1.4
4175,12,2019,23695,0,90,0,145.0,34.9,1.6
4176,5,2017,6795,0,16739,0,20.0,60.1,1.0
4177,12,2017,16995,0,21431,2,145.0,58.9,2.0
4178,7,2016,7300,0,34826,0,30.0,58.9,1.2
4179,12,2018,16490,0,67250,0,150.0,34.9,1.6
4180,15,2016,20681,3,19201,2,240.0,42.8,2.2
4181,5,2018,8491,0,8702,0,150.0,60.1,1.0
4182,7,2016,7691,0,24377,0,30.0,55.4,1.2
4183,10,2014,9691,2,29064,2,165.0,51.4,1.6
4184,14,2019,19899,2,15439,3,135.0,62.8,1.6
4185,15,2019,32149,3,10000,2,145.0,39.2,2.2
4186,12,2017,15849,0,24662,2,145.0,61.4,1.7
4187,11,2019,19995,3,25,0,145.0,37.7,1.6
4188,12,2019,17995,0,25,0,145.0,34.9,1.6
4189,12,2017,12495,0,34750,2,145.0,61.7,1.7
4190,7,2014,6000,0,22998,0,30.0,57.6,1.2
4191,11,2019,14969,0,12211,0,145.0,44.1,1.0
4192,5,2018,9495,3,7957,0,145.0,47.9,1.2
4193,5,2019,10495,3,6082,0,145.0,47.9,1.2
4194,5,2017,7656,0,24108,0,145.0,57.7,1.2
4195,10,2017,10995,0,16030,0,145.0,56.5,1.0
4196,12,2018,18295,0,10300,2,145.0,48.7,1.6
4197,7,2018,12750,3,816,0,150.0,49.6,1.0
4198,6,2012,7499,0,28446,0,200.0,41.5,1.6
4199,5,2012,2995,0,50800,0,20.0,61.4,1.2
4200,5,2013,3750,0,46000,0,20.0,61.4,1.2
4201,6,2013,7996,0,51400,2,145.0,53.3,1.7
4202,9,2015,5500,0,101500,2,20.0,67.3,1.7
4203,5,2010,2500,0,65555,0,30.0,57.6,1.2
