,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
4204,7,2014,4995,0,30750,0,30.0,57.6,1.2
4206,5,2014,5495,0,38751,0,20.0,60.1,1.0
4207,11,2019,20995,3,3750,0,145.0,37.7,1.6
4208,8,2017,10295,2,9320,0,145.0,43.5,1.6
4209,14,2018,16495,2,8110,3,135.0,78.5,1.6
4210,12,2019,18695,3,7596,0,150.0,36.2,1.6
4211,5,2017,7795,0,6650,0,150.0,60.1,1.0
4212,11,2019,19995,3,30,0,145.0,37.7,1.6
4213,14,2020,20950,3,400,3,140.0,62.8,1.6
4214,5,2010,1990,0,85640,0,30.0,56.5,1.2
4215,10,2010,3495,0,44670,0,150.0,46.3,1.4
4216,9,2015,8495,0,22000,2,20.0,67.3,1.7
4217,7,2010,3695,0,35000,0,125.0,54.3,1.2
4218,5,2014,4495,0,47000,0,20.0,60.1,1.0
4219,12,2008,2950,0,83000,2,300.0,39.8,2.0
4220,10,2009,2000,0,94000,0,160.0,46.3,1.4
4221,7,2014,5499,0,22614,0,30.0,57.6,1.2
4222,6,2014,8999,0,36189,2,150.0,53.3,1.7
4223,12,2017,13995,0,16030,2,30.0,61.7,1.7
4224,12,2019,18995,0,90,0,145.0,34.9,1.6
4225,15,2019,32995,3,30,2,145.0,40.9,2.2
4226,10,2019,23995,0,30,0,145.0,34.0,2.0
4228,12,2019,15995,0,13060,0,145.0,34.9,1.6
4229,11,2019,14995,0,14880,0,145.0,44.1,1.0
4230,12,2019,16195,0,4270,0,145.0,34.9,1.6
4231,5,2011,1999,0,92000,0,20.0,61.4,1.2
4232,12,2017,12490,0,45579,2,30.0,61.7,1.7
4233,10,2016,7750,2,61034,2,20.0,72.4,1.6
4234,5,2017,6650,0,28965,0,145.0,57.7,1.2
4235,8,2015,7000,0,19705,0,125.0,50.4,1.4
4236,10,2018,14000,0,8265,0,145.0,52.3,1.4
4237,7,2018,10000,0,11629,0,145.0,55.4,1.2
4238,12,2019,14600,0,18432,0,145.0,34.9,1.6
4239,14,2018,15000,2,13727,3,135.0,78.5,1.6
4240,9,2015,8750,0,62106,2,125.0,60.1,1.7
4241,12,2017,13600,0,23805,0,145.0,44.8,1.6
4242,11,2018,13300,0,13439,0,145.0,52.3,1.0
4245,5,2016,7000,0,12938,0,20.0,61.4,1.0
4248,7,2019,10795,0,5000,0,145.0,46.3,1.2
4249,12,2017,13795,0,10128,2,30.0,61.7,1.7
4250,15,2016,17450,0,21972,2,200.0,47.1,2.2
4251,6,2014,7995,0,50993,2,150.0,53.3,2.2
4252,5,2018,7658,0,13365,0,145.0,60.1,1.0
4253,5,2017,8295,0,11000,0,30.0,57.7,1.2
4254,8,2016,8990,2,39016,0,160.0,43.5,1.6
4255,10,2017,9995,3,39621,0,145.0,51.4,1.4
4256,10,2013,7990,2,44538,2,160.0,50.4,1.6
4257,5,2014,4995,0,50603,0,20.0,60.1,1.0
4258,12,2016,11490,0,28000,2,30.0,61.7,1.7
4259,15,2014,14500,0,55000,2,200.0,46.3,2.2
4261,12,2017,12395,0,17000,0,150.0,44.8,1.6
4265,12,2015,11950,0,57000,2,30.0,61.7,1.7
4266,5,2018,8095,0,8878,0,145.0,60.1,1.0
4267,5,2018,7500,0,9458,0,145.0,60.1,1.0
4268,12,2015,13000,0,7900,2,30.0,61.7,1.7
4269,5,2017,7000,0,27191,0,20.0,60.1,1.0
4271,8,2017,9995,2,11058,0,160.0,43.5,1.6
4272,12,2016,15199,2,10682,2,125.0,57.6,1.7
4273,6,2014,9139,0,37095,2,145.0,53.3,1.7
4274,6,2015,12500,2,24128,2,260.0,41.5,2.0
4275,7,2017,7775,0,29018,0,30.0,55.4,1.2
4277,12,2016,11995,0,28323,2,30.0,61.7,1.7
4278,12,2016,11799,0,52039,2,30.0,61.7,1.7
4279,12,2018,15249,0,9755,0,145.0,44.8,1.6
4280,12,2015,12490,2,75000,2,200.0,46.3,2.0
4281,12,2016,11990,0,42000,2,30.0,61.7,1.7
4282,12,2018,13990,0,19000,0,145.0,34.9,1.6
4283,6,2015,8490,0,39000,2,145.0,54.3,1.7
4284,12,2016,9990,0,80000,2,30.0,61.7,1.7
4285,5,2019,8600,0,3821,0,145.0,60.1,1.0
4289,13,2017,13500,2,41469,2,145.0,33.6,2.5
4291,5,2015,6200,0,25559,0,30.0,57.6,1.2
4294,14,2018,14500,2,28526,3,135.0,78.5,1.6
4295,5,2019,8491,0,5650,0,145.0,60.1,1.0
4296,7,2018,9488,0,13951,0,145.0,46.3,1.2
4297,12,2016,12799,0,27517,2,30.0,61.7,1.7
4298,5,2015,6000,0,25705,0,20.0,60.1,1.0
4299,10,2015,8375,2,12939,0,200.0,41.5,1.6
4300,12,2015,11999,0,38973,2,125.0,58.9,2.0
4301,5,2017,7585,0,9273,0,145.0,60.1,1.0
4302,15,2016,17733,2,23656,2,235.0,42.8,2.2
4303,9,2018,14682,0,33195,2,145.0,65.7,1.7
4305,9,2015,7952,2,62143,2,200.0,47.1,1.7
4306,5,2013,4589,0,33145,0,20.0,61.4,1.2
4308,5,2010,3695,0,41000,0,30.0,57.6,1.2
4309,0,2000,1295,2,47000,0,150.0,38.7,1.3
4310,7,2015,7433,0,26846,0,125.0,51.4,1.4
4311,3,2005,2895,0,130000,2,325.0,32.8,2.9
4312,2,2007,1995,0,57000,0,125.0,51.4,1.1
4313,8,2011,6995,2,38000,0,200.0,43.6,1.6
4314,2,2003,2395,2,59000,0,260.0,37.2,1.3
4315,8,2015,7495,2,43000,0,205.0,43.6,1.6
4316,7,2014,5950,0,43911,0,30.0,57.6,1.2
4317,13,2019,17750,0,3844,2,145.0,31.7,2.5
4318,14,2019,16995,3,831,3,135.0,78.5,1.6
4319,5,2018,7099,0,3048,0,145.0,60.1,1.0
4320,7,2017,7599,0,29804,0,30.0,58.9,1.2
4321,10,2015,7646,0,29786,2,20.0,72.4,1.6
4322,9,2018,12499,2,32289,2,145.0,60.1,1.7
4323,13,2017,12819,0,44812,2,300.0,37.7,2.5
4324,10,2018,9525,0,33811,2,145.0,74.3,1.6
4325,10,2018,8921,0,12233,0,145.0,57.7,1.0
4326,6,2015,9199,0,38760,2,145.0,53.3,1.7
4327,12,2017,11290,0,22759,2,30.0,61.7,1.7
4328,5,2017,6290,0,26315,0,145.0,60.1,1.0
4329,5,2017,6490,0,26908,0,20.0,60.1,1.0
4330,9,2014,8921,2,56078,2,200.0,47.1,1.7
4331,5,2012,3250,0,64000,0,20.0,61.4,1.2
4332,5,2009,4490,2,27152,0,150.0,47.9,1.2
4333,15,2018,29500,2,9648,2,145.0,39.2,2.2
4334,11,2018,12890,0,10200,0,145.0,52.3,1.0
4335,12,2016,12150,0,30022,2,30.0,61.7,1.7
4336,12,2017,17390,2,8169,0,150.0,39.8,1.6
4337,5,2016,5490,0,28601,0,20.0,61.4,1.0
4338,7,2017,7499,0,16035,0,145.0,55.4,1.2
4339,13,2018,15999,2,30459,2,145.0,31.7,2.5
4340,5,2017,6836,0,16755,0,20.0,60.1,1.0
4341,8,2013,7234,2,48666,0,200.0,43.6,1.6
4342,12,2016,11678,0,36469,2,30.0,61.7,1.7
4343,5,2016,6764,0,33794,0,30.0,57.6,1.2
4344,10,2016,9855,0,26844,2,20.0,72.4,1.6
4346,5,2016,5500,0,43778,0,20.0,60.1,1.0
4347,12,2016,11699,0,17841,2,30.0,61.7,1.7
4348,10,2017,9499,0,37069,2,145.0,74.3,1.6
4349,10,2012,5995,0,64008,2,30.0,64.2,1.6
4350,14,2018,16990,2,3297,3,135.0,78.5,1.6
4351,5,2016,6490,0,21611,0,30.0,57.6,1.2
4352,8,2014,7250,2,27082,0,200.0,43.6,1.6
4353,10,2017,9517,0,38982,2,145.0,74.3,1.6
4354,11,2018,12343,0,8085,0,145.0,44.1,1.0
4355,13,2018,15701,0,20896,2,145.0,37.7,2.5
4356,10,2018,10399,2,39893,0,145.0,51.4,1.4
4357,12,2019,16999,2,13797,0,145.0,36.2,1.6
4358,10,2017,9499,0,33860,2,145.0,74.3,1.6
4359,10,2017,9499,0,34817,2,145.0,74.3,1.6
4360,15,2014,14799,2,51344,2,260.0,41.5,2.2
4361,12,2016,10991,0,108000,2,125.0,58.9,2.0
4362,15,2017,18990,0,19049,2,200.0,47.1,2.2
4363,12,2017,14270,0,14752,0,145.0,44.8,1.6
4364,12,2017,11650,0,34794,2,30.0,61.7,1.7
4365,10,2017,9995,0,40282,2,150.0,74.3,1.6
4366,7,2017,8290,0,24496,0,145.0,65.7,1.0
4367,5,2018,7499,0,6145,0,145.0,60.1,1.0
4368,11,2018,12249,0,27177,0,145.0,52.3,1.0
4369,8,2017,11199,2,4076,0,145.0,43.5,1.6
4370,12,2017,13999,0,13007,0,145.0,44.8,1.6
4371,9,2013,5495,0,76698,2,30.0,62.8,1.7
4372,7,2018,9995,0,11254,0,150.0,46.3,1.2
4373,12,2017,14500,0,4566,2,30.0,61.7,1.7
4374,12,2017,13499,0,25089,2,145.0,61.7,1.7
4376,7,2014,4495,0,72506,0,30.0,57.6,1.2
4380,9,2016,7393,0,100000,2,30.0,65.7,1.7
4381,5,2011,2488,0,94138,0,20.0,61.4,1.2
4382,6,2012,5588,0,82833,0,200.0,41.5,1.6
4383,5,2018,7497,0,11841,0,145.0,60.1,1.0
4384,11,2019,14497,0,2499,0,145.0,44.1,1.0
4385,7,2013,4783,0,55894,0,30.0,57.6,1.2
4386,7,2019,9699,0,10926,0,145.0,46.3,1.2
4387,12,2019,15499,0,9841,0,145.0,34.9,1.6
4388,6,2012,5790,0,64992,0,205.0,41.5,1.6
4389,9,2015,7640,0,61599,2,30.0,65.7,1.7
4390,15,2017,16989,0,27287,2,145.0,47.1,2.2
4391,12,2018,19970,2,20000,2,150.0,46.3,1.6
4392,12,2017,14470,0,36000,2,30.0,61.4,1.7
4393,8,2011,4750,0,23000,0,120.0,50.4,1.4
4394,5,2010,2950,0,62000,0,30.0,56.5,1.2
4395,10,2015,6950,0,36000,0,145.0,47.1,1.4
4396,5,2017,5724,0,33803,0,145.0,60.1,1.0
4397,10,2016,7999,0,73635,2,20.0,72.4,1.6
4398,5,2017,6000,0,43233,0,145.0,57.7,1.2
4399,10,2018,10375,0,34153,0,145.0,54.3,1.0
4400,8,2016,9000,0,21686,0,125.0,50.4,1.4
4401,11,2019,14245,0,2642,0,145.0,44.1,1.0
4402,12,2018,12825,0,6816,0,145.0,44.8,1.6
4403,12,2017,11698,0,13673,0,145.0,44.8,1.6
4404,10,2012,4980,0,52548,0,150.0,47.1,1.4
4405,7,2010,3995,0,60000,0,125.0,54.3,1.2
4406,12,2017,15995,0,14000,2,30.0,61.7,1.7
4407,12,2016,12499,0,32481,2,30.0,61.7,1.7
4408,12,2016,13499,2,42597,2,200.0,47.1,2.0
4409,6,2013,7999,0,55736,2,200.0,48.7,2.0
4410,12,2016,13399,2,31828,2,125.0,57.6,1.7
4411,12,2018,13799,0,16346,2,145.0,61.7,1.7
4412,10,2013,6000,0,47246,0,145.0,47.1,1.4
4413,12,2017,13000,0,10726,2,150.0,61.7,1.7
4414,14,2018,14200,2,40735,3,135.0,78.5,1.6
4415,8,2017,9399,2,7809,0,160.0,43.5,1.6
4416,13,2019,16199,0,21457,2,145.0,31.7,2.5
4417,12,2016,11199,0,69894,2,30.0,61.7,1.7
4418,15,2013,10149,0,55998,2,200.0,46.3,2.2
4419,5,2017,7999,2,20664,0,145.0,47.9,1.2
4420,15,2016,16499,2,29448,2,260.0,41.5,2.2
4421,7,2013,6999,2,30536,0,145.0,47.1,1.4
4422,5,2014,5499,0,45495,0,30.0,57.6,1.2
4423,5,2017,6500,0,30490,0,145.0,60.1,1.0
4424,5,2018,6699,0,31217,0,145.0,60.1,1.0
4425,5,2017,7225,0,16807,0,145.0,60.1,1.0
4426,5,2017,6150,0,58250,0,145.0,60.1,1.0
4427,6,2015,7950,0,42250,0,160.0,44.1,1.6
4428,13,2018,15800,0,33387,2,150.0,31.7,2.5
4429,15,2016,18500,2,23764,2,240.0,42.8,2.2
4430,14,2017,16599,2,23659,3,135.0,78.5,1.6
4431,7,2014,5770,0,33013,0,30.0,57.6,1.2
4432,9,2017,13751,0,8613,2,145.0,65.7,1.7
4433,12,2018,15495,0,3978,0,145.0,34.9,1.6
4435,12,2017,12249,0,12845,0,145.0,44.8,1.6
4436,12,2017,13699,0,20462,2,145.0,61.7,1.7
4437,9,2015,7357,0,56577,2,30.0,65.7,1.7
4438,12,2016,11349,0,18006,2,30.0,61.7,1.7
4439,7,2019,10699,0,10668,0,145.0,46.3,1.2
4440,10,2017,9499,0,34258,2,145.0,74.3,1.6
4441,10,2019,9950,0,9000,0,145.0,45.6,1.0
4442,12,2016,11499,0,42850,2,30.0,61.7,1.7
4443,6,2013,7990,0,65900,2,150.0,48.7,1.7
4444,7,2014,4990,0,63100,0,30.0,57.6,1.2
4445,12,2017,12991,0,26671,0,145.0,44.8,1.6
4446,15,2011,5395,0,130000,2,265.0,41.5,2.2
4447,7,2017,7459,0,39628,0,145.0,58.9,1.2
4448,10,2018,10399,2,33616,0,145.0,51.4,1.4
4449,10,2015,8975,0,46761,2,20.0,72.4,1.6
4450,12,2016,12789,0,28793,2,30.0,61.7,1.7
4451,13,2018,15489,0,30727,2,145.0,31.7,2.5
4452,13,2018,14000,0,37620,2,150.0,37.7,2.5
4453,7,2018,8000,0,28050,0,150.0,58.9,1.2
4454,5,2018,7991,0,11518,0,150.0,60.1,1.0
4455,7,2016,6990,0,19947,0,30.0,55.4,1.2
4456,9,2014,6895,0,63458,2,30.0,62.8,1.7
4457,5,2016,8495,2,18000,0,150.0,47.9,1.2
4458,5,2015,4999,0,56000,0,20.0,60.1,1.0
4459,13,2018,14795,0,37530,2,145.0,37.7,2.5
4460,5,2017,6988,0,29694,0,145.0,57.7,1.2
4461,10,2009,2699,0,105863,0,200.0,45.6,1.6
4462,2,2008,1695,0,67000,0,125.0,51.4,1.1
4463,6,2013,7995,2,90000,2,300.0,39.2,2.0
4464,5,2017,6995,0,3000,0,145.0,60.1,1.0
4465,5,2012,4295,0,24000,0,20.0,61.4,1.2
4466,14,2018,13295,2,55190,3,140.0,78.5,1.6
4467,15,2015,14000,2,43450,2,265.0,41.5,2.2
4468,5,2010,3491,0,64081,0,30.0,57.6,1.2
4470,5,2012,3491,0,67365,0,20.0,61.4,1.2
4471,5,2017,8499,0,9748,0,30.0,57.7,1.2
4472,10,2013,7199,2,37438,2,160.0,51.4,1.6
4473,12,2017,14500,2,22000,2,145.0,46.3,2.0
4474,15,2017,19500,2,18543,2,140.0,42.8,2.2
4475,8,2012,5790,0,45566,0,145.0,45.6,1.4
4476,9,2015,6990,0,54000,2,30.0,65.7,1.7
4477,6,2014,8275,0,50000,2,145.0,53.3,1.7
4478,7,2016,7849,0,34690,0,30.0,58.9,1.2
4479,10,2017,9499,0,34959,2,145.0,74.3,1.6
4480,8,2013,5800,0,45016,0,145.0,45.6,1.4
4481,10,2017,9499,0,37710,2,145.0,74.3,1.6
4482,10,2017,9499,0,35155,2,145.0,74.3,1.6
4483,6,2015,8795,0,45163,2,145.0,53.3,1.7
4484,6,2011,5490,0,75617,2,145.0,48.7,1.7
4485,6,2014,7475,0,90000,2,145.0,53.3,1.7
4486,12,2007,2495,0,90631,0,300.0,35.3,2.0
4487,10,2010,2495,0,99000,2,30.0,62.8,1.6
4488,10,2009,2250,0,116000,2,30.0,60.1,1.6
4489,7,2010,1995,0,78100,0,125.0,54.3,1.2
4490,7,2010,3795,0,49000,0,145.0,50.4,1.4
4492,5,2011,2495,0,78000,0,20.0,61.4,1.2
4493,13,2016,11995,2,53000,2,330.0,33.6,2.5
4494,10,2008,1395,0,138000,2,125.0,57.6,1.6
4496,6,2011,5475,0,79000,0,205.0,41.5,1.6
4497,6,2011,6975,0,60000,2,145.0,48.7,1.7
4498,9,2016,8850,0,38572,2,20.0,67.3,1.7
4499,15,2010,6495,0,72570,2,260.0,41.5,2.2
4500,6,2013,9995,2,37000,2,300.0,39.2,2.0
4501,10,2017,9499,0,32992,2,145.0,74.3,1.6
4502,10,2017,9499,0,35138,2,145.0,74.3,1.6
4503,12,2018,19490,2,14495,2,145.0,57.6,1.7
4504,10,2010,3495,0,80000,0,160.0,46.3,1.4
4505,5,2014,6275,0,12287,0,30.0,57.6,1.2
4506,13,2018,15999,2,30038,2,145.0,31.7,2.5
4507,12,2017,13599,0,13298,0,145.0,44.8,1.6
4508,6,2015,9099,0,28040,2,145.0,53.3,1.7
4509,5,2016,5799,0,21359,0,30.0,57.6,1.2
4510,12,2017,16995,2,44013,2,235.0,43.5,2.0
4511,10,2018,8825,0,12933,0,145.0,57.7,1.0
4512,12,2016,12500,2,32184,2,125.0,57.6,1.7
4513,7,2019,9699,0,6243,0,145.0,46.3,1.2
4514,10,2017,10099,0,31546,2,145.0,74.3,1.6
4515,15,2016,15899,2,51849,2,235.0,42.2,2.2
4516,15,2016,15299,0,52265,2,200.0,47.1,2.2
4517,11,2017,14025,0,12515,0,145.0,52.3,1.0
4518,12,2017,14099,0,8418,0,145.0,44.8,1.6
4519,10,2014,6504,0,42579,0,145.0,47.1,1.4
4520,5,2012,3995,0,22089,0,20.0,61.4,1.2
4521,10,2012,3495,0,65000,2,20.0,67.3,1.6
4522,12,2016,11995,0,26000,2,30.0,61.7,1.7
4523,9,2013,5995,0,83898,2,30.0,65.7,1.7
4524,12,2017,13950,0,32000,2,30.0,61.7,1.7
4525,7,2017,8695,0,9000,0,30.0,58.9,1.2
4526,6,2014,8499,0,44016,2,145.0,53.3,1.7
4527,5,2014,7999,2,6790,0,160.0,45.6,1.2
4528,12,2016,12495,0,28000,2,30.0,61.7,1.7
4529,12,2016,11295,0,32000,0,160.0,44.8,1.6
4530,5,2010,3299,0,14360,0,30.0,56.5,1.2
4531,7,2010,3499,0,60179,0,150.0,50.4,1.4
4532,5,2013,4595,0,22000,0,20.0,61.4,1.2
4533,5,2014,4795,0,13000,0,20.0,61.4,1.2
4535,10,2015,8799,2,32745,2,20.0,67.3,1.6
4536,7,2016,8399,0,10618,0,30.0,55.4,1.2
4537,15,2017,18579,0,26800,2,145.0,47.1,2.2
4539,10,2017,10749,0,29840,2,145.0,74.3,1.6
4540,12,2016,12289,0,50193,2,30.0,61.7,1.7
4541,7,2017,7890,0,2515,0,145.0,55.4,1.2
4542,5,2013,4390,0,31946,0,20.0,61.4,1.2
4544,6,2013,8799,0,25892,2,145.0,48.7,1.7
4545,5,2013,3499,0,43204,0,20.0,61.4,1.2
4546,7,2016,8979,0,16923,0,20.0,62.8,1.0
4547,12,2016,11799,0,59271,2,30.0,61.7,1.7
4548,12,2016,13999,2,15758,2,125.0,57.6,1.7
4549,8,2012,5750,0,32000,2,30.0,64.2,1.6
4550,8,2013,7250,2,26289,0,200.0,43.6,1.6
4551,5,2014,5750,0,20303,0,30.0,57.6,1.2
4552,3,2003,3290,0,78000,2,325.0,32.8,2.9
4553,12,2017,13400,0,28000,2,30.0,61.7,1.7
4554,6,2011,6975,0,42000,2,205.0,47.9,2.0
4555,12,2017,13750,0,21000,2,30.0,61.7,1.7
4556,10,2018,13975,3,9578,0,145.0,52.3,1.4
4557,5,2016,8250,0,7600,0,30.0,57.6,1.2
4558,6,2015,9950,0,7000,0,160.0,44.1,1.6
4559,12,2017,13250,0,19744,2,30.0,61.7,1.7
4560,6,2011,6200,0,74250,2,165.0,49.6,2.0
4561,12,2017,11750,0,40195,2,30.0,61.7,1.7
4562,7,2009,2500,0,70151,0,125.0,54.3,1.2
4563,5,2009,2799,0,67887,0,30.0,56.5,1.1
4564,5,2011,3599,0,56902,0,20.0,61.4,1.2
4565,7,2010,3799,0,57476,2,30.0,64.2,1.4
4566,10,2007,3299,2,51279,0,200.0,40.9,1.6
4567,5,2010,3490,0,42125,0,30.0,56.5,1.2
4568,5,2013,4995,0,42709,0,20.0,61.4,1.2
4569,7,2015,6498,0,41823,0,30.0,55.4,1.2
4571,5,2013,4695,0,35600,0,20.0,61.4,1.2
4572,5,2013,4795,0,35700,0,20.0,61.4,1.2
4573,8,2016,9995,2,3000,0,160.0,43.5,1.6
4574,12,2016,16980,2,22764,2,240.0,43.5,2.0
4576,7,2018,10990,2,10000,0,150.0,45.6,1.4
4577,12,2017,15390,0,25053,0,145.0,38.7,1.6
4578,13,2018,14000,0,38090,2,145.0,37.7,2.5
4579,2,2007,2195,0,81400,0,125.0,51.4,1.1
4580,5,2012,3695,0,58205,0,20.0,61.4,1.2
4581,5,2014,4495,0,53910,0,20.0,61.4,1.2
4582,12,2015,9750,0,39000,2,30.0,61.7,1.7
4583,12,2016,16250,2,38340,2,240.0,43.5,2.0
4584,12,2015,10500,0,49679,2,30.0,61.7,1.7
4585,12,2018,15495,0,9443,0,145.0,34.9,1.6
4586,12,2017,13690,0,51626,2,145.0,47.9,2.0
4587,6,2015,9398,0,47049,2,160.0,51.4,2.0
4588,5,2017,6298,0,46185,0,20.0,60.1,1.0
4589,5,2018,6999,0,11248,0,145.0,60.1,1.0
4590,5,2018,7499,0,9426,0,145.0,60.1,1.0
4591,5,2018,6499,0,31072,0,145.0,60.1,1.0
4592,12,2018,14999,0,15500,0,150.0,44.8,1.6
4593,5,2016,9350,2,2900,0,135.0,47.9,1.2
4594,8,2015,9250,2,8500,0,200.0,43.6,1.6
4595,5,2018,7995,0,1480,0,150.0,60.1,1.0
4596,1,2007,1750,2,53000,0,160.0,46.3,1.1
4597,7,2013,4250,0,68000,0,30.0,57.6,1.2
4598,5,2010,3795,0,41000,0,30.0,56.5,1.2
4599,5,2017,6795,0,27000,0,145.0,57.7,1.2
4600,12,2016,12995,3,49000,2,125.0,57.6,1.7
4601,15,2015,15650,2,54991,2,265.0,41.5,2.2
4602,5,2010,2995,0,58000,0,30.0,56.5,1.2
4603,12,2016,13995,3,25000,2,125.0,57.6,1.7
4604,5,2015,5295,0,18274,0,20.0,60.1,1.0
4606,5,2014,4791,0,47040,0,20.0,60.1,1.0
4607,10,2012,6991,2,29650,0,205.0,41.5,1.6
4608,5,2009,4495,2,59000,0,140.0,47.9,1.2
4609,15,2016,17490,2,55000,2,235.0,42.8,2.2
4610,12,2016,14690,0,38717,2,125.0,58.9,2.0
4611,9,2015,8999,0,41000,2,30.0,65.7,1.7
4612,14,2019,17999,2,3000,3,135.0,78.5,1.6
4614,10,2017,12250,2,19367,0,145.0,51.4,1.4
4615,5,2014,5500,0,26726,0,20.0,60.1,1.0
4616,5,2014,5695,0,29000,0,30.0,57.6,1.2
4617,7,2014,6995,2,18000,0,145.0,47.1,1.4
4618,5,2013,4295,0,27000,0,20.0,61.4,1.2
4619,8,2014,5945,0,42000,0,125.0,50.4,1.4
4620,7,2015,7495,0,24000,2,20.0,68.9,1.4
4621,12,2017,15490,0,7000,2,145.0,61.4,1.7
4622,8,2011,5490,0,22000,0,125.0,50.4,1.4
4623,15,2015,14990,2,54000,2,260.0,42.2,2.2
4624,7,2016,6398,0,37899,0,30.0,55.4,1.2
4625,7,2015,6900,0,37000,0,30.0,55.4,1.2
4626,5,2017,6550,0,33851,0,145.0,57.7,1.2
4628,12,2017,14966,0,24963,2,150.0,61.4,1.7
4629,9,2015,9495,0,25350,2,20.0,67.3,1.7
4630,9,2017,11495,0,21743,2,145.0,65.7,1.7
4631,10,2015,8995,2,18078,2,20.0,67.3,1.6
4632,10,2016,8395,0,31362,2,20.0,72.4,1.6
4633,9,2017,11999,0,27000,2,30.0,65.7,1.7
4634,12,2016,10800,0,45668,2,30.0,61.7,1.7
4635,15,2016,15400,0,37444,2,205.0,46.3,2.2
4636,12,2017,13200,0,23167,2,150.0,61.7,1.7
4637,5,2016,6800,0,8790,0,20.0,61.4,1.0
4638,12,2017,13400,0,19937,2,150.0,61.7,1.7
4639,12,2018,13700,0,25637,0,150.0,35.3,1.6
4640,12,2017,13100,0,24968,2,150.0,61.7,1.7
4641,15,2017,17400,0,28366,2,150.0,47.1,2.2
4642,12,2017,14900,0,26182,2,150.0,61.4,1.7
4643,12,2017,12800,0,30806,2,30.0,61.7,1.7
4644,12,2016,11500,0,38334,0,165.0,44.8,1.6
4645,7,2016,8250,0,23916,0,20.0,62.8,1.0
4646,5,2009,1995,0,55000,0,30.0,56.5,1.2
4647,14,2017,13600,2,22431,3,135.0,78.5,1.6
4648,12,2016,11200,0,71022,2,30.0,61.7,1.7
4649,12,2017,14900,2,12921,2,145.0,57.6,1.7
4650,12,2017,14300,0,30906,2,145.0,61.4,1.7
4651,12,2017,12900,0,32027,2,150.0,61.7,1.7
4652,5,2014,5300,0,26883,0,20.0,60.1,1.0
4653,6,2010,5995,0,62000,2,200.0,47.9,2.0
4654,5,2015,7695,2,15000,0,160.0,45.6,1.2
4655,7,2012,4995,0,39000,0,30.0,57.6,1.2
4656,12,2009,3885,0,93890,2,300.0,39.8,2.0
4657,9,2013,7485,2,64672,2,205.0,47.1,1.7
4658,12,2017,15495,2,13800,2,145.0,57.6,1.7
4659,5,2011,3295,0,68000,0,20.0,61.4,1.2
4660,5,2019,10995,2,6000,0,145.0,47.9,1.2
4661,12,2018,21995,2,6000,0,145.0,36.2,1.6
4663,5,2013,2990,0,75000,0,20.0,61.4,1.2
4664,5,2014,3990,0,52000,0,20.0,60.1,1.0
4665,15,2009,4495,0,95000,2,305.0,38.7,2.2
4666,7,2017,7900,0,23921,0,145.0,58.9,1.2
4667,12,2017,13100,0,31164,2,145.0,61.7,1.7
4668,15,2017,14900,0,39606,2,200.0,47.1,2.2
4669,12,2018,12300,0,14160,0,145.0,44.8,1.6
4670,12,2017,11900,0,53402,2,145.0,61.7,1.7
4671,10,2018,10600,0,12304,2,145.0,74.3,1.6
4672,14,2018,15600,2,16583,3,135.0,78.5,1.6
4673,14,2017,12800,2,54698,1,140.0,78.5,1.6
4674,5,2017,7995,0,22500,0,30.0,57.6,1.2
4675,12,2017,14000,0,13794,0,150.0,44.8,1.6
4676,12,2015,11000,0,49464,2,30.0,61.7,1.7
4677,5,2018,7500,0,40050,0,150.0,60.1,1.0
4678,14,2018,12000,2,60438,3,140.0,78.5,1.6
4679,15,2017,17500,0,30131,2,150.0,47.1,2.2
4680,12,2017,14100,2,33887,2,125.0,57.6,1.7
4681,12,2016,13500,0,20505,2,30.0,61.7,1.7
4682,12,2016,10775,0,36092,0,160.0,44.8,1.6
4683,5,2009,1695,0,84000,0,30.0,56.5,1.2
4684,5,2008,1495,0,94000,0,30.0,56.5,1.2
4685,6,2010,9495,0,16500,2,190.0,48.7,2.0
4686,12,2016,15995,2,8000,2,125.0,57.6,1.7
4687,7,2018,11800,2,21116,0,145.0,49.6,1.0
4688,12,2017,13500,0,15131,2,30.0,61.7,1.7
4689,12,2017,13700,0,19098,2,30.0,61.7,1.7
4690,5,2017,8100,2,20745,0,145.0,47.9,1.2
4691,12,2017,11100,0,69786,2,30.0,61.7,1.7
4692,12,2017,11800,0,43459,2,145.0,61.7,1.7
4693,12,2018,14675,0,5251,0,145.0,44.8,1.6
4694,5,2018,6845,0,30685,0,145.0,60.1,1.0
4695,12,2016,10280,0,27992,0,160.0,44.8,1.6
4696,5,2018,6865,0,30360,0,145.0,60.1,1.0
4697,12,2018,16445,3,31400,0,145.0,39.8,1.6
4699,10,2017,10995,0,2000,0,145.0,48.7,1.4
4700,5,2016,9995,2,11000,0,145.0,47.9,1.2
4701,10,2010,2895,0,82000,0,160.0,46.3,1.4
4702,15,2010,6995,0,72000,2,260.0,41.5,2.2
4704,6,2011,7990,0,32148,2,205.0,48.7,2.0
4705,15,2002,1200,0,94000,0,325.0,30.4,2.4
4706,5,2016,6850,0,32005,0,30.0,57.6,1.2
4707,5,2016,6490,0,32000,0,30.0,57.6,1.2
4708,2,2003,1990,2,51000,0,260.0,37.2,1.6
